Packet Size,Direction
71,B to A
71,B to A
71,B to A
45,A to B
71,B to A
71,B to A
47,A to B
45,A to B
45,A to B
49,A to B
45,A to B
47,A to B
45,A to B
45,A to B
49,B to A
45,A to B
45,A to B
45,A to B
49,B to A
49,B to A
49,B to A
62,B to A
49,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
62,B to A
62,B to A
45,A to B
62,B to A
49,B to A
45,A to B
49,A to B
45,A to B
62,B to A
49,B to A
49,A to B
45,A to B
49,A to B
45,A to B
49,A to B
45,A to B
49,A to B
45,A to B
71,B to A
71,B to A
47,A to B
45,A to B
45,A to B
45,A to B
45,A to B
49,A to B
45,A to B
45,A to B
45,A to B
47,A to B
45,A to B
49,A to B
49,B to A
49,B to A
49,B to A
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
49,B to A
60,B to A
45,A to B
49,A to B
49,B to A
49,B to A
49,B to A
45,A to B
49,B to A
49,B to A
60,B to A
49,B to A
49,A to B
45,A to B
45,A to B
45,A to B
45,A to B
49,A to B
49,A to B
45,A to B
49,A to B
45,A to B
71,B to A
71,B to A
47,A to B
45,A to B
45,A to B
45,A to B
45,A to B
49,A to B
45,A to B
45,A to B
45,A to B
47,A to B
49,B to A
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
60,B to A
60,B to A
60,B to A
60,B to A
49,A to B
45,A to B
45,A to B
45,A to B
45,A to B
60,B to A
60,B to A
60,B to A
60,B to A
60,B to A
60,B to A
60,B to A
60,B to A
49,A to B
60,B to A
60,B to A
49,A to B
60,B to A
45,A to B
60,B to A
49,B to A
60,B to A
52,A to B
45,A to B
45,A to B
45,A to B
45,A to B
49,A to B
52,A to B
45,A to B
49,A to B
45,A to B
71,B to A
71,B to A
47,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
49,A to B
45,A to B
47,A to B
49,B to A
49,B to A
49,B to A
49,B to A
45,A to B
45,A to B
49,A to B
45,A to B
45,A to B
61,B to A
45,A to B
61,B to A
49,B to A
45,A to B
49,A to B
45,A to B
61,B to A
49,B to A
52,A to B
45,A to B
45,A to B
49,A to B
45,A to B
52,A to B
49,A to B
45,A to B
71,B to A
71,B to A
47,A to B
45,A to B
45,A to B
45,A to B
45,A to B
49,A to B
45,A to B
45,A to B
45,A to B
45,A to B
47,A to B
49,B to A
45,A to B
45,A to B
45,A to B
71,B to A
71,B to A
49,A to B
45,A to B
71,B to A
71,B to A
45,A to B
49,A to B
45,A to B
71,B to A
49,B to A
71,B to A
47,A to B
47,A to B
47,A to B
47,A to B
45,A to B
45,A to B
45,A to B
45,A to B
49,A to B
45,A to B
45,A to B
45,A to B
45,A to B
47,A to B
45,A to B
49,A to B
45,A to B
45,A to B
49,B to A
45,A to B
45,A to B
45,A to B
49,B to A
62,B to A
45,A to B
49,A to B
45,A to B
49,B to A
62,B to A
49,A to B
45,A to B
45,A to B
45,A to B
45,A to B
49,A to B
49,A to B
45,A to B
49,A to B
45,A to B
53,A to B
52,A to B
52,A to B
52,A to B
52,A to B
49,A to B
53,A to B
53,A to B
52,A to B
52,A to B
52,A to B
52,A to B
54,B to A
54,B to A
52,A to B
52,A to B
52,A to B
52,A to B
49,A to B
52,A to B
52,A to B
52,A to B
53,A to B
52,A to B
53,A to B
54,B to A
52,A to B
49,A to B
52,A to B
54,B to A
45,A to B
49,A to B
45,A to B
54,B to A
54,B to A
53,A to B
49,A to B
53,A to B
54,B to A
45,A to B
49,A to B
45,A to B
61,B to A
54,B to A
61,B to A
45,A to B
49,A to B
45,A to B
52,A to B
49,A to B
52,A to B
53,A to B
49,A to B
53,A to B
54,B to A
54,B to A
45,A to B
49,A to B
45,A to B
54,B to A
54,B to A
45,A to B
49,A to B
45,A to B
54,B to A
47,A to B
57,B to A
56,A to B
56,B to A
53,A to B
52,A to B
53,A to B
50,B to A
45,A to B
50,B to A
45,A to B
50,B to A
45,A to B
50,B to A
45,A to B
50,B to A
45,A to B
53,A to B
50,B to A
45,A to B
52,A to B
50,B to A
53,A to B
50,B to A
45,A to B
