Direction,PacketSize
outgoing,45
outgoing,57
incoming,45
outgoing,45
outgoing,57
outgoing,45
outgoing,45
outgoing,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,45
outgoing,57
outgoing,45
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
outgoing,54
outgoing,57
outgoing,54
incoming,45
incoming,54
incoming,50
incoming,50
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,54
incoming,54
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,50
incoming,50
outgoing,45
incoming,45
outgoing,57
outgoing,45
incoming,50
outgoing,45
outgoing,57
outgoing,57
outgoing,45
outgoing,45
outgoing,45
outgoing,54
incoming,54
outgoing,45
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
incoming,54
incoming,54
incoming,54
incoming,54
incoming,54
incoming,54
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,50
outgoing,57
outgoing,50
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,54
outgoing,45
outgoing,45
outgoing,57
outgoing,45
outgoing,45
outgoing,53
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,50
outgoing,45
outgoing,57
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,54
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,50
incoming,50
outgoing,45
incoming,45
outgoing,45
outgoing,57
outgoing,57
outgoing,45
outgoing,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,54
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,50
incoming,50
outgoing,45
incoming,45
outgoing,57
outgoing,45
outgoing,57
outgoing,45
outgoing,57
outgoing,45
outgoing,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,45
outgoing,54
outgoing,54
incoming,54
outgoing,45
outgoing,45
outgoing,57
outgoing,45
outgoing,45
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
incoming,54
outgoing,54
outgoing,57
outgoing,54
incoming,50
incoming,50
outgoing,45
outgoing,54
outgoing,45
outgoing,57
outgoing,57
outgoing,57
outgoing,54
outgoing,54
outgoing,45
incoming,45
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,54
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,50
incoming,45
outgoing,45
outgoing,57
outgoing,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,45
outgoing,57
outgoing,45
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,54
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,50
incoming,50
incoming,50
outgoing,45
outgoing,45
incoming,45
outgoing,45
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,57
outgoing,45
outgoing,45
outgoing,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,52
outgoing,57
outgoing,52
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
incoming,54
incoming,54
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,50
incoming,50
outgoing,45
incoming,45
outgoing,57
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
incoming,50
outgoing,45
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
outgoing,45
outgoing,45
outgoing,45
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,54
incoming,54
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,50
incoming,50
outgoing,45
incoming,50
outgoing,45
outgoing,45
incoming,45
outgoing,45
outgoing,57
outgoing,45
outgoing,45
outgoing,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
incoming,54
incoming,54
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,50
incoming,50
outgoing,45
incoming,45
outgoing,45
outgoing,57
outgoing,57
outgoing,45
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,57
outgoing,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
incoming,54
incoming,54
incoming,54
incoming,54
incoming,54
incoming,54
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,45
outgoing,57
outgoing,45
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
outgoing,54
outgoing,57
outgoing,54
incoming,50
outgoing,45
outgoing,45
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
outgoing,53
outgoing,57
outgoing,53
outgoing,45
incoming,45
outgoing,45
incoming,45
incoming,54
incoming,54
incoming,54
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
incoming,54
incoming,54
incoming,54
incoming,54
incoming,54
incoming,54
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,54
incoming,54
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,50
incoming,50
outgoing,45
incoming,50
outgoing,45
outgoing,57
incoming,45
outgoing,45
outgoing,57
outgoing,45
outgoing,57
outgoing,45
outgoing,45
outgoing,45
outgoing,45
outgoing,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
outgoing,45
outgoing,45
outgoing,45
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,45
outgoing,57
outgoing,45
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
incoming,54
incoming,54
incoming,54
incoming,54
incoming,54
incoming,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,45
outgoing,57
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
incoming,54
incoming,54
incoming,54
incoming,54
incoming,54
incoming,54
outgoing,54
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
incoming,54
incoming,50
outgoing,45
outgoing,45
outgoing,57
incoming,54
outgoing,45
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
incoming,54
outgoing,45
outgoing,57
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
outgoing,45
outgoing,53
incoming,49
outgoing,54
outgoing,57
outgoing,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
outgoing,45
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
incoming,54
incoming,54
incoming,54
incoming,54
incoming,54
incoming,54
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,45
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,54
outgoing,53
outgoing,57
outgoing,53
incoming,50
incoming,50
outgoing,45
outgoing,45
incoming,45
outgoing,45
outgoing,45
outgoing,45
outgoing,57
outgoing,57
outgoing,57
outgoing,57
outgoing,45
outgoing,45
outgoing,45
outgoing,54
outgoing,57
outgoing,54
incoming,50
outgoing,45
outgoing,45
outgoing,57
outgoing,45
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
incoming,50
outgoing,45
incoming,50
incoming,50
outgoing,57
outgoing,45
incoming,50
outgoing,45
outgoing,57
incoming,54
outgoing,45
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
incoming,54
incoming,50
outgoing,45
outgoing,57
outgoing,45
outgoing,53
outgoing,57
outgoing,53
incoming,49
incoming,45
outgoing,54
outgoing,57
outgoing,54
incoming,54
incoming,50
outgoing,45
